Report generated on: 12-29-2022 11:25:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
,total energy production (quad Btu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.4411-1-COM-QBTU.A,        Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-COG-QBTU.A,        Congo-Brazzaville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-COD-QBTU.A,        Congo-Kinshasa,0.003552243,0.003603617,0.003166008,0.002908674,0.003114635,0.002797987,0.003063261,0.003140321,0.003166104,0.003217586,0.003243327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-COK-QBTU.A,        Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-CRI-QBTU.A,        Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-HRV-QBTU.A,        Croatia,--,--,--,--,--,--,--,--,--,--,--,--,0.003036802,0.002935576,0.002606589,0.002075148,0.001670241,0.001240028,0.001290641,0.0003796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-CUB-QBTU.A,        Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-CYP-QBTU.A,        Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-CZE-QBTU.A,        Czechia,--,--,--,--,--,--,--,--,--,--,--,--,--,1.396805316,1.260875753,1.22739726,1.264169525,1.212894829,1.10659283,0.969008186,1.067804972,1.083274232,1.038210181,1.047222991,1.050008769,1.016415567,1.030786903,1.026247724,0.986493038,0.924501291,0.904705882,0.951457787,0.915242677,0.802615324,0.710945023,0.710588086,0.670330785,0.643560943,0.608592121,0.561804853,0.425663984,0.42560446
INTL.4411-1-CIV-QBTU.A,        Côte d’Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-DNK-QBTU.A,        Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-DJI-QBTU.A,        Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-DMA-QBTU.A,        Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-DOM-QBTU.A,        Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-ECU-QBTU.A,        Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-EGY-QBTU.A,        Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000813226,0.001209413,0.001049548,0.000889683,0.000788899,0.000688114,0.000701784,0.000643299,0.000584814,0.00052633,0.000682121,0.000792374,0.000755165,0.000437891,6.60458E-05,0,0,0,0,0,0,0,0
INTL.4411-1-SLV-QBTU.A,        El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-GNQ-QBTU.A,        Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-ERI-QBTU.A,        Eritrea,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-EST-QBTU.A,        Estonia,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-SWZ-QBTU.A,        Eswatini,0.004143529,0.003861016,0.00313119,0.002401364,0.002942848,0.003908102,0.004049358,0.003884559,0.003437246,0.003602043,0.00376684,0.002895758,0.002330732,0.001318394,0.004096439,0.004049353,0.003037015,0.004935721,0.008032328,0.008489287,0.008946246,0.007415967,0.009982127,0.010562785,0.011496255,0.010617781,0.010452982,0.010876751,0.010594238,0.006986753,0.003379269,0.003295985,0.003527059,0.002989929,0.003122946,0.003040216,0.003729172,0.004061244,0.003037015,0.002587348,0.002544977,0.002723802
INTL.4411-1-ETH-QBTU.A,        Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-FLK-QBTU.A,        Falkland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-FRO-QBTU.A,        Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-FJI-QBTU.A,        Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-FIN-QBTU.A,        Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-CSK-QBTU.A,        Former Czechoslovakia,1.977907689,1.94189403,1.976493832,2.040038004,2.084431552,2.039879144,2.033175234,2.029680304,1.993237721,1.900352027,1.685824821,1.593431708,1.430727054,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4411-1-SCG-QBTU.A,        Former Serbia and Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,0.527950095,0.506592957,0.463837452,0.557910558,0.556976012,0.590660918,0.605751097,0.454904286,0.509795154,0.499432681,0.527716458,0.553567666,0.565634311,0.500216051,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4411-1-SUN-QBTU.A,        Former U.S.S.R.,17.15256454,16.86509139,17.20047673,17.15256454,17.05674016,17.3921255,17.99102789,18.20663276,18.47014981,17.75146694,17.03278406,15.24881638,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4411-1-YUG-QBTU.A,        Former Yugoslavia,0.908872799,1.154855581,1.215529773,1.299269951,1.413450253,1.520118563,1.507439291,1.545932583,1.564435329,1.589500486,1.618555076,1.50529105,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4411-1-FRA-QBTU.A,        France,0.53783166,0.540724987,0.518405275,0.509573034,0.493914181,0.440426258,0.429376224,0.410318333,0.357866407,0.35412394,0.332657816,0.313721014,0.286560175,0.265843181,0.234627163,0.218518418,0.210548445,0.176814236,0.145369705,0.132134739,0.089672327,0.059517265,0.042018131,0.045056214,0.004293545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-GUF-QBTU.A,        French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-PYF-QBTU.A,        French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-GAB-QBTU.A,        Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-GMB-QBTU.A,"        Gambia, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-GEO-QBTU.A,        Georgia,--,--,--,--,--,--,--,--,--,--,--,--,0.00244776,0.002604,0.00319424,0.00059024,0.00027776,8.68E-05,0.0002604,0.00027776,0.00012152,1.736E-05,0.00010416,0.00013888,0.00013888,8.68E-05,0.00015624,0.00024304,0.00019096,0.00263872,0.0018228,0.0024304,0.00440944,0.007016911,0.005165986,0.005218864,0.005028912,0.004545526,0.002357568,0.000259502,0.001684219,0.00274102
INTL.4411-1-DEU-QBTU.A,        Germany,--,--,--,--,--,--,--,--,--,--,--,4.599744175,4.240532259,3.832852906,3.511720406,3.418238487,3.206244951,3.058970076,2.790912691,2.706491506,2.578539543,2.458660513,2.476657288,2.438865267,2.47504256,2.40559802,2.2702578,2.319655788,2.129491737,1.962105054,1.932962013,1.964171005,2.004676204,1.8862199,1.854462313,1.796347499,1.65938104,1.649798628,1.57344549,1.179502071,0.964495032,1.134074912
INTL.4411-1-DDR-QBTU.A,"        Germany, East",4.725551592,4.816227994,4.876398871,4.760017514,4.857151969,4.999498365,4.913508124,4.769735587,4.732485023,4.637765309,4.171783045,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4411-1-DEUW-QBTU.A,"        Germany, West",3.150367728,3.210818663,3.250932581,3.173345009,3.238101313,3.33299891,3.275672083,3.179823725,3.154990016,3.091843539,2.781188696,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4411-1-GHA-QBTU.A,        Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-GIB-QBTU.A,        Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-GRC-QBTU.A,        Greece,0.120907751,0.142365515,0.142803322,0.159455631,0.169400108,0.187047908,0.198555982,0.232517311,0.251859007,0.270325088,0.270481448,0.274645828,0.286925278,0.285705672,0.295373914,0.300533784,0.311577992,0.306694357,0.317326817,0.32340921,0.332978424,0.345784284,0.367278532,0.355973725,0.365053012,0.361701702,0.337669215,0.345596652,0.342532002,0.338221686,0.294581691,0.305766622,0.328126061,0.281051364,0.266677672,0.237065691,0.165940878,0.190782858,0.178566103,0.133967887,0.068774434,0.059190767
INTL.4411-1-GRL-QBTU.A,        Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-GRD-QBTU.A,        Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-GLP-QBTU.A,        Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-GUM-QBTU.A,        Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-GTM-QBTU.A,        Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-GIN-QBTU.A,        Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-GNB-QBTU.A,        Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-GUY-QBTU.A,        Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-HTI-QBTU.A,        Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-HITZ-QBTU.A,        Hawaiian Trade Zone,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4411-1-HND-QBTU.A,        Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-HKG-QBTU.A,        Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-HUN-QBTU.A,        Hungary,0.177160354,0.178726036,0.179978582,0.173681816,0.172463307,0.164001815,0.159025669,0.157487216,0.143927046,0.138338241,0.121374413,0.11664333,0.107855087,0.100966085,0.095874214,0.100557646,0.103872808,0.107310502,0.099849686,0.099026001,0.095527041,0.094716971,0.088678883,0.090544087,0.076527827,0.065145998,0.067746392,0.066834211,0.064015983,0.061170526,0.062035055,0.065043888,0.06323995,0.06506431,0.066331666,0.063421366,0.061090336,0.052844202,0.052353676,0.045386885,0.040600945,0.033064084
INTL.4411-1-ISL-QBTU.A,        Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-IND-QBTU.A,        India,1.873128816,2.044708332,2.177431649,2.289212238,2.492878943,2.587637293,2.860109017,3.07695525,3.354989737,3.453995179,3.699748905,4.011472962,4.170072428,4.276994743,4.419980273,4.695284368,4.965426296,5.152071297,5.183796243,5.223637444,5.396460191,5.641349736,5.879179914,6.240941446,6.619591702,7.026395163,7.424432598,7.887317831,8.102917391,8.185609487,8.618542867,8.787015946,9.087337591,9.283560737,9.79666376,10.32818759,11.08192467,11.25960329,12.03306657,12.33618563,12.16119423,12.81901373
INTL.4411-1-IDN-QBTU.A,        Indonesia,0.012117192,0.014688189,0.012603599,0.013968718,0.03170006,0.051115059,0.081476106,0.097873241,0.128545949,0.18422278,0.245376114,0.324490289,0.450756048,0.610832013,0.674824758,0.878799775,1.111205083,1.238477459,1.452450584,1.754209514,1.774649937,2.162660352,2.356503345,2.674495073,3.238776725,3.776880077,4.728846195,5.46114091,5.846681193,6.135425038,7.345464116,7.194681653,7.822300566,9.652006588,9.404577444,9.51441787,9.271160011,9.26126574,11.01080556,12.17761271,11.1055538,12.09572478
INTL.4411-1-IRN-QBTU.A,        Iran,0.025125988,0.02520971,0.028358455,0.028665823,0.02900106,0.030900937,0.035283941,0.030878049,0.029621544,0.030238124,0.032134554,0.023953206,0.027139697,0.031718513,0.031103162,0.031718513,0.031103162,0.033842824,0.034401378,0.029051592,0.032084443,0.031118661,0.028805625,0.031926375,0.034199902,0.037908321,0.037115114,0.040092019,0.038876784,0.032162689,0.030387779,0.032481155,0.029039685,0.030834363,0.029920444,0.033670016,0.037270719,0.044049648,0.047822611,0.042293513,0.043038724,0.045829006
INTL.4411-1-IRQ-QBTU.A,        Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-IRL-QBTU.A,        Ireland,0.001518401,0.001746161,0.001569015,0.001898002,0.001771468,0.001442481,0.001366561,0.001138801,0.001138801,0.001088188,0.000632667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-ISR-QBTU.A,        Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-ITA-QBTU.A,        Italy,0.017673925,0.016684405,0.026181047,0.024050831,0.024449387,0.026002384,0.014251835,0.013372262,0.014293065,0.014760338,0.013138625,0.012918732,0.009812739,0.008520866,0.00366947,0.002363853,0.001882836,0.00296856,0.00259749,0.001580483,0.001924066,0.001910323,0.002240163,0.002340948,0.002384331,0.002427715,0.00229958,0.002171446,0.00160797,0.00098952,0.001388077,0.001264387,0.001099467,0.001003263,0.001181927,0.00111321,0,0,0,0,0,0
INTL.4411-1-JAM-QBTU.A,        Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-JPN-QBTU.A,        Japan,0.465941952,0.455732332,0.452465677,0.438365215,0.427461525,0.419662588,0.410052371,0.332346552,0.285433581,0.25907006,0.201922056,0.200682028,0.192356128,0.182359987,0.170617684,0.159862342,0.156041032,0.100467547,0.093609435,0.093356368,0.07500902,0.071415471,0.032519093,0.034290561,0.032190106,0.031608052,0.034189334,0.032392559,0.032645626,0.030519865,0.028976157,0.030241491,0.031557439,0.031658665,0.033354213,0.032012959,0.032595013,0.033604674,0.024387523,0.019615618,0.019988993,0.017074751
INTL.4411-1-JOR-QBTU.A,        Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-KAZ-QBTU.A,        Kazakhstan,--,--,--,--,--,--,--,--,--,--,--,--,3.362883312,2.849292555,2.652626496,2.14615824,1.976945699,1.864978927,1.836701537,1.542340284,1.99020737,2.03485588,1.886931112,2.147566794,2.207576518,2.200214829,2.569016844,2.599925307,2.63083377,2.68034578,2.948103962,3.094832789,3.203185157,3.177857757,3.041456572,2.913075173,2.809049172,2.750647418,2.919064558,2.840559333,2.814982501,2.414372881
INTL.4411-1-KEN-QBTU.A,        Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-KIR-QBTU.A,        Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-XKS-QBTU.A,        Kosovo,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.060080025,0.066873277,0.067325219,0.064550013,0.067593559,0.063977219,0.056076394,0.064148468,0.068507544,0.058961923,0.059631897,0.062762905,0.065242277,0.066440376
INTL.4411-1-KWT-QBTU.A,        Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-KGZ-QBTU.A,        Kyrgyzstan,--,--,--,--,--,--,--,--,--,--,--,--,0.033790006,0.027035146,0.013274084,0.007273256,0.006424971,0.008200085,0.006786277,0.006550643,0.006676314,0.007477472,0.00721042,0.006534934,0.007241838,0.005262507,0.005042581,0.006205045,0.007618853,0.009535348,0.009032661,0.013054158,0.018285247,0.022118237,0.028180286,0.028526928,0.028576714,0.028863013,0.036999442,0.040109397,0.042336894,0.032968584
INTL.4411-1-LAO-QBTU.A,        Laos,0,0,0,0,0,0,0,0,0,0,7.23987E-05,0.000120664,0.000217196,0.00033786,0.000458525,0.000555057,0.001145342,0.002067928,0.003322061,0.004438571,0.004833186,0.005214725,0.005635944,0.006196322,0.007377041,0.007891336,0.008636365,0.009769574,0.010854686,0.012211835,0.015986211,0.018369579,0.020392415,0.022802639,0.025204315,0.100392,0.276447659,0.283467147,0.335059594,0.322172377,0.307300335,0.300820713
INTL.4411-1-LVA-QBTU.A,        Latvia,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-LBN-QBTU.A,        Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-LSO-QBTU.A,        Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-LBR-QBTU.A,        Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-LBY-QBTU.A,        Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-LTU-QBTU.A,        Lithuania,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-LUX-QBTU.A,        Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-MAC-QBTU.A,        Macau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-MDG-QBTU.A,        Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-MWI-QBTU.A,        Malawi,0,0,0,0.000249376,0.000274313,0.00071072,0.000773064,0.00079956,0.001147127,0.00132169,0.001249994,0.001271814,0.001296752,0.001296752,0.001271814,0.001221939,0.001321689,0.001371565,0.00142144,0.00157705,0.001962584,0.001204483,0.001568571,0.002029916,0.001291764,0.001294258,0.001506227,0.00146134,0.001511215,0.001471315,0.001970065,0.00192019,0.001770565,0.001670815,0.001588521,0.001466327,0.001079795,0.001496252,0.001241889,0.001208722,0.001175556,0.001280605
INTL.4411-1-MYS-QBTU.A,        Malaysia,0,0,0,0,0,0,0.000470004,0.001909602,0.001953501,0.002381384,0.002436389,0.003948091,0.003893753,0.00434974,0.004805727,0.005261713,0.0057177,0.006173687,0.006914077,0.007313183,0.00782605,0.0119844,0.012285107,0.013876442,0.015586294,0.017296145,0.01977643,0.02359563,0.02752461,0.046927924,0.052612832,0.06400659,0.064754617,0.0635269,0.058155204,0.056171689,0.049586076,0.065606933,0.058228702,0.075927005,0.071639251,0.068462774
INTL.4411-1-MDV-QBTU.A,        Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-MLI-QBTU.A,        Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-MLT-QBTU.A,        Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-MTQ-QBTU.A,        Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-MRT-QBTU.A,        Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-MUS-QBTU.A,        Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-MEX-QBTU.A,        Mexico,0.065222808,0.064230425,0.077236981,0.098098144,0.106881792,0.109647797,0.118769277,0.131247969,0.117185687,0.125884876,0.146387093,0.13646326,0.128883141,0.13967267,0.18787716,0.196787495,0.217585316,0.219696769,0.237158492,0.218028721,0.239523321,0.239544435,0.231922087,0.252635449,0.27702274,0.284518401,0.317625997,0.342414465,0.305316222,0.269104789,0.323136892,0.412113555,0.332596205,0.320666491,0.323819965,0.241205327,0.290725037,0.276650911,0.252953928,0.207907905,0.180383683,0.173279657
INTL.4411-1-FSM-QBTU.A,        Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4411-1-MDA-QBTU.A,        Moldova,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
