Report generated on: 12-29-2022 11:25:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
,total energy production (quad Btu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.4415-1-SVN-QBTU.A,        Slovenia,--,--,--,--,--,--,--,--,--,--,--,--,0,8.50151E-05,0,0,0,0,0,0,4.2624E-05,2.97553E-05,2.97553E-05,2.12538E-05,1.27872E-05,1.06269E-05,1.06269E-05,1.06269E-05,1.0656E-05,1.06269E-05,1.06269E-05,1.06269E-05,1.0656E-05,1.06269E-05,1.06269E-05,1.06269E-05,1.0656E-05,0,0,0,0,1.05395E-05
INTL.4415-1-SLB-QBTU.A,        Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-SOM-QBTU.A,        Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-ZAF-QBTU.A,        South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0.003232915,0.018665735,0.018665735,0.018665735,0.018716874,0.018665735,0.055832225,0.06807991,0.066933824,0.066196117,0.052927549,0.072402524,0.124437458,0.081216259,0.053496744,0.043336987,0.038843198,0.016743645,0.0156971,0.016743645,0.016608494,0.015878124,0.01467884,0.01467884,0.009245526,0.007945493,0.007046908,0.006285448,0.005658816,0.005331349
INTL.4415-1-KOR-QBTU.A,        South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-SSD-QBTU.A,        South Sudan,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.04244656,0.214829763,0.274197731,0.283245721,0.2836872,0.278580523,0.289098001,0.291543302,0.30242832,0.291565274
INTL.4415-1-ESP-QBTU.A,        Spain,0.06981,0.05274,0.06329,0.12236,0.09731,0.09283,0.09127914,0.08124993,0.074599576,0.058583808,0.05121008,0.063867402,0.061337056,0.048128895,0.042210493,0.033628736,0.021881563,0.016032608,0.023205091,0.012824931,0.010050723,0.014974942,0.013522239,0.013916726,0.01268622,0.006525168,0.006317102,0.005796938,0.005640889,0.004929998,0.005427044,0.004571663,0.00635178,0.015477767,0.013183266,0.00981376,0.005640889,0.005068518,0.003797058,0.001719639,0.001160954,0.000249823
INTL.4415-1-LKA-QBTU.A,        Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-SDN-QBTU.A,        Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0.000558223,0.000556698,0.000185566,0.000371132,0.003707253,0.009239662,0.0185566,0.1282439,0.346098384,0.388076972,0.4430706,0.50054522,0.63733024,0.649481,0.70164284,0.860604268,0.8890645,0.89712264,0.902226976,0.84109696,0.17125633,0.248297217,0.210993809,0.201096639,0.195139172,0.189922804,0.124893718,0.129618033,0.120437292,0.124165802
INTL.4415-1-SUR-QBTU.A,        Suriname,0,0,0,0,0,0.00231,0.00461,0.00461,0.00694,0.009228051,0.00899735,0.008074545,0.011566667,0.011535064,0.013842077,0.016215455,0.017343679,0.011535064,0.016149089,0.023070128,0.023133333,0.023070128,0.023070128,0.023070128,0.023133333,0.023070128,0.026759547,0.031227206,0.036648067,0.036912204,0.036912204,0.036912204,0.036627778,0.034605191,0.034605191,0.036912204,0.037013333,0.036912204,0.036912204,0.036912204,0.035850346,0.034219636
INTL.4415-1-SWE-QBTU.A,        Sweden,0.001086301,0.000216667,0.00065,0.000866667,0.000434521,0.000216667,0,0,0,0,0,0,0,2.24385E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-CHE-QBTU.A,        Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-SYR-QBTU.A,        Syria,0.36825,0.37311,0.35963,0.37536,0.38315,0.40009,0.4376195,0.5185295,0.598838253,0.767346842,0.875235008,1.108992701,1.087238928,1.257408085,1.270851,1.312752242,1.349255497,1.29756487,1.279891409,1.247530327,1.222424397,1.14110048,1.14459402,1.121350832,1.07615486,1.026010291,0.968333228,0.909047147,0.88741858,0.882083592,0.919544933,0.816343328,0.36666735,0.156796595,0.066232221,0.079986104,0.07720014,0.053014062,0.067411467,0.081555604,0.119475674,0.174836203
INTL.4415-1-TWN-QBTU.A,        Taiwan,0.014360632,0.01390975,0.01110947,0.01110947,0.011149732,0.00741028,0.00741028,0.00972028,0.007426567,0.007406276,0.008317163,0.006471553,0.006026617,0.003794227,0.004116017,0.003466478,0.00417595,0.0032843,0.002774374,0.002543673,0.002127225,0.002264448,0.002169784,0.002192258,0.001892665,0.001329197,0.000978531,0.00074783,0.000682792,0.000678619,0.000607102,0.000491751,0.000495412,0.000494058,0.000494058,0.000494058,0.000495412,0.000494058,0.000494058,0.000494058,0.000495412,0.001331733
INTL.4415-1-TJK-QBTU.A,        Tajikistan,--,--,--,--,--,--,--,--,--,--,--,--,0.002671066,0.001590669,0.001161429,0.001376049,0.001164611,0.001224574,0.001009954,0.001009954,0.000818163,0.000699661,0.000663175,0.000755462,0.00053802,0.000599465,0.000643859,0.000597302,0.000506262,0.000467859,0.000461433,0.000461433,0.000459998,0.000442117,0.000442117,0.000389785,0.000387374,0.000678199,0.000678199,0.000678199,0.000680057,0.000678199
INTL.4415-1-TZA-QBTU.A,        Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-THA-QBTU.A,        Thailand,0.00068,0.002268115,0.021770575,0.03489088,0.059129074,0.1069695,0.10609816,0.0983185,0.108695852,0.109684245,0.122081316,0.126692466,0.140190762,0.144394735,0.163042971,0.177069263,0.19623708,0.244997986,0.268363376,0.290271407,0.349016251,0.357527646,0.396360763,0.497052746,0.490159552,0.583115572,0.66166127,0.695213375,0.735951624,0.761300432,0.781312292,0.808822601,0.877874471,0.869402633,0.859381338,0.896000833,0.920082748,0.89703629,0.871954802,0.867691662,0.799944409,0.729493919
INTL.4415-1-BHS-QBTU.A,        The Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-TLS-QBTU.A,        Timor-Leste,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0.10126467,0.18369845,0.20816315,0.18092685,0.19897956,0.1906541,0.1711996,0.194545,0.21068424,0.1361815,0.08754525,0.08754525,0.0585234,0.04085445,0.02918175,0.04474535,0.02731092,0.0272363
INTL.4415-1-TGO-QBTU.A,        Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-TON-QBTU.A,        Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-TTO-QBTU.A,        Trinidad and Tobago,0.46513,0.52761,0.39571,0.35174,0.37475,0.38472,0.36933,0.34515,0.346096623,0.338555761,0.329762105,0.336717199,0.309957401,0.306458064,0.300655348,0.300584569,0.299322446,0.285588973,0.282457139,0.297197969,0.299415924,0.281824549,0.304795847,0.339455089,0.317140774,0.359647938,0.367248843,0.318196456,0.312507298,0.303036185,0.290660542,0.220898864,0.208235534,0.203625527,0.200962707,0.191721638,0.197609173,0.200496966,0.177458856,0.166402889,0.155614222,0.158122622
INTL.4415-1-TUN-QBTU.A,        Tunisia,0.22856,0.24451,0.24865,0.24865,0.24933,0.23622,0.23,0.2243485,0.221876745,0.225414661,0.200549842,0.223342593,0.234343216,0.209340683,0.196255431,0.186295799,0.18232627,0.175515368,0.167857231,0.174221035,0.166702663,0.148956834,0.161767897,0.159495232,0.168873318,0.158544115,0.161524487,0.177317458,0.177047733,0.167098171,0.161539438,0.13800287,0.136230794,0.130908644,0.109046906,0.080872455,0.085249514,0.085462329,0.081774795,0.076716172,0.070923998,0.085847633
INTL.4415-1-TUR-QBTU.A,        Turkey,0.10061,0.10034,0.10906,0.09597,0.08968,0.08943,0.10034,0.11124,0.10936,0.122148546,0.159229355,0.191947716,0.1837248,0.163412525,0.157048131,0.147187803,0.146930837,0.148143956,0.142335327,0.128907353,0.115212947,0.104698754,0.101806391,0.098525591,0.092782697,0.095256743,0.091958015,0.089436162,0.090954055,0.100784503,0.105433797,0.099762614,0.09789214,0.100868166,0.103981639,0.105810282,0.108260424,0.107250792,0.119770128,0.125444723,0.134558074,0.144587515
INTL.4415-1-TKM-QBTU.A,        Turkmenistan,--,--,--,--,--,--,--,--,--,--,--,--,0.229130453,0.186212017,0.177192973,0.166878477,0.181590695,0.2167859,0.26182078,0.323345454,0.328386568,0.350837705,0.403567646,0.420298083,0.450965016,0.412317776,0.369260952,0.375267028,0.394206015,0.409658554,0.447476304,0.468373905,0.51359502,0.531320434,0.545374559,0.570145137,0.545258559,0.557208804,0.553876723,0.504930548,0.455051807,0.478769541
INTL.4415-1-TCA-QBTU.A,        Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-TUV-QBTU.A,        Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-USIQ-QBTU.A,        U.S. Pacific Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-USOH-QBTU.A,        U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-VIR-QBTU.A,        U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-UGA-QBTU.A,        Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-UKR-QBTU.A,        Ukraine,--,--,--,--,--,--,--,--,--,--,--,--,0.191403222,0.181338334,0.18065298,0.175729136,0.177096307,0.176864291,0.167396197,0.162220499,0.157475061,0.158559551,0.160074301,0.168659093,0.183805085,0.18822673,0.195296772,0.191635824,0.178627911,0.167844919,0.149717126,0.141333376,0.14231898,0.131079287,0.11649206,0.103992854,0.096616879,0.093176324,0.098368741,0.105050527,0.103744472,0.10334516
INTL.4415-1-ARE-QBTU.A,        United Arab Emirates,3.67783612,3.213297104,2.78962726,2.62512022,2.643153132,2.785868061,3.115872756,3.4948273,3.531082615,4.144808036,4.69572888,5.282216128,5.039472735,4.803110701,4.88160758,4.981403893,5.090381874,5.158389188,5.23593645,4.847458125,5.347763111,5.138034853,4.894713065,5.473512224,5.71290946,5.852637726,6.064478324,6.053629337,6.333807287,5.782146717,5.816506337,6.606458754,6.996865266,7.019074014,7.221213069,7.498875028,7.715192842,7.588661564,7.711277217,8.403616279,7.687780821,7.652103338
INTL.4415-1-GBR-QBTU.A,        United Kingdom,3.558019872,3.918096847,4.501746724,5.035023635,5.490212955,5.595687875,5.627159911,5.361471216,5.001935514,4.046153071,4.031928241,4.037296512,4.139860395,4.332966401,5.386989124,5.709222053,5.879782756,5.714878097,5.934655177,6.075374187,5.214390629,5.25762579,5.200698646,4.828820662,4.202161685,3.748320102,3.389577676,3.386139223,3.180830729,3.007108436,2.784177909,2.292325027,1.972195658,1.774021556,1.754706607,1.976678191,2.095205654,2.087640422,2.280148234,2.311220751,2.156850888,1.823639957
INTL.4415-1-USA-QBTU.A,        United States,20.47375797,20.41230312,20.45814934,20.52811133,21.08204317,21.19617462,20.4887396,19.85371952,19.50962049,18.24024985,17.70948352,17.96598725,17.54544791,16.86057939,16.45194866,16.28460027,16.20324206,16.10281828,15.60742439,14.92401016,14.90956652,14.77209851,14.66241879,14.25562753,13.95766714,13.25409762,13.06549131,13.09016213,12.97260073,13.84837771,14.31530053,14.90236996,17.01078617,19.3232103,22.62070242,24.17783142,23.19380645,24.53757934,28.53939673,31.96421001,30.37845707,30.47076221
INTL.4415-1-URY-QBTU.A,        Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-UZB-QBTU.A,        Uzbekistan,--,--,--,--,--,--,--,--,--,--,--,--,0.123041811,0.158432075,0.221548977,0.314941251,0.323045901,0.309831535,0.317110969,0.286946596,0.287702225,0.286944588,0.280329189,0.291704778,0.265452325,0.230323001,0.199198158,0.210696126,0.203462881,0.13406173,0.113470587,0.125726048,0.142601633,0.150233867,0.138173997,0.129054125,0.113871979,0.098782466,0.092105056,0.086018544,0.081782207,0.07757179
INTL.4415-1-VUT-QBTU.A,        Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-VEN-QBTU.A,        Venezuela,4.999819016,4.828721337,4.369029716,4.152309479,4.12490106,3.8521228,4.150196,4.06703002,4.42348626,4.435620012,4.95988755,5.497428126,5.496877514,5.705187513,6.018826259,6.38646495,6.827241554,7.563683929,7.313842892,6.587706548,7.352966208,7.046460274,6.140001559,5.479437087,6.017751409,6.058968286,5.864284526,5.84443145,5.904675141,5.910934924,5.664614399,5.866149374,5.882221016,5.866149374,5.866149374,5.696311613,5.165794701,4.564691158,3.395622609,2.028457084,1.210279546,1.347252412
INTL.4415-1-VNM-QBTU.A,        Vietnam,0,0,0,0,0,0,0.00176,0.01099,0.03306,0.070335301,0.109898907,0.175838251,0.233624,0.263757263,0.308830984,0.380912623,0.386693607,0.420385902,0.539811388,0.637413661,0.696464,0.784118164,0.746421333,0.77480235,0.888844295,0.808593675,0.79759174,0.70529587,0.680602967,0.743223921,0.671361458,0.678033676,0.743625872,0.745409855,0.686809913,0.78098499,0.711941798,0.612468679,0.546228818,0.504520903,0.443190748,0.42182514
INTL.4415-1-WAK-QBTU.A,        Wake Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-ESH-QBTU.A,        Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-YEM-QBTU.A,        Yemen,0,0,0,0,0,0,0.0208488,0.041933025,0.362695386,0.405643845,0.403313882,0.411672718,0.381369072,0.459879162,0.700510611,0.720863806,0.713363754,0.756927035,0.810950312,0.855005963,0.917289111,0.92129446,0.918121857,0.897311668,0.847354295,0.836187834,0.783446939,0.665973895,0.625129583,0.595894419,0.585111428,0.452190177,0.353555901,0.273122134,0.26123083,0.099470159,0.038284618,0.066870695,0.098216334,0.130601273,0.122112875,0.118812794
INTL.4415-1-ZMB-QBTU.A,        Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-1-ZWE-QBTU.A,        Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"total energy production from nuclear, renewables, and other (quad Btu)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.4419-1-WORL-QBTU.A,    World,28.35257764,29.81973036,31.47453763,33.98822234,36.95467506,39.54057274,40.84856322,42.25488384,44.6035201,45.54456448,46.62619671,48.06781766,48.22492415,50.17757271,51.04497321,53.25580614,54.70445985,54.83501303,55.19949859,56.59404779,57.59280385,57.96803431,58.6368208,58.57993753,61.51552957,63.28145992,65.1023099,65.85223564,68.5093196,69.39390866,73.72225527,74.66831401,75.01097305,78.95564222,82.01475628,83.19439549,86.94578919,90.54450297,94.64930953,97.32978129,97.02804247,101.0170046
INTL.4419-1-AFG-QBTU.A,        Afghanistan,0.00738587,0.007536615,0.007390981,0.007847934,0.00790308,0.00804419,0.007447998,0.007876764,0.007681056,0.007824,0.007863912,0.007127788,0.004891766,0.00484523,0.004817572,0.004248544,0.00373274,0.003288586,0.0030591,0.0030678,0.003182712,0.005145834,0.005646015,0.00637875,0.00565904,0.00589941,0.006318403,0.007393232,0.005340967,0.007574736,0.007329683,0.005783935,0.007022808,0.008443785,0.00951,0.009635846,0.00978592,0.010023744,0.00878536,0.00792545,0.005991959,0.006113553
INTL.4419-1-ALB-QBTU.A,        Albania,0.030322582,0.031547162,0.032334236,0.033316898,0.03383604,0.034631805,0.03515079,0.041457201,0.038333012,0.040121472,0.02933364,0.036348588,0.032959954,0.033823829,0.038509628,0.042918544,0.05861746,0.050840314,0.049679784,0.053492206,0.046394148,0.036361827,0.035371521,0.051809625,0.054196576,0.053184681,0.049108969,0.02727984,0.037041186,0.05076176,0.073090293,0.03975282,0.044522033,0.065741402,0.044485498,0.054395469,0.071143454,0.04128115,0.077087938,0.046091746,0.046610949,0.078631899
INTL.4419-1-DZA-QBTU.A,        Algeria,0.002576225,0.003783987,0.004955198,0.002451164,0.00538704,0.006675633,0.002580162,0.005115729,0.001868644,0.002743616,0.001393868,0.00302644,0.002037374,0.003597841,0.001691824,0.001969592,0.00138556,0.000755762,0.002171961,0.002055426,0.000540653,0.000702644,0.000569688,0.00265275,0.002483968,0.005489451,0.002142504,0.002214016,0.00275912,0.00295728,0.001679008,0.004829824,0.005861856,0.003119907,0.00238701,0.002059499,0.003063362,0.005854309,0.00711778,0.007453485,0.006325333,0.007955883
INTL.4419-1-ASM-QBTU.A,        American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5644E-06,0.000019082,0.00001902,0.000018638,0.000027696,0.000046065,0.00004552,0.000044525,0.000043865,0.000043865
INTL.4419-1-AGO-QBTU.A,        Angola,0.005505642,0.005540091,0.006272403,0.006312011,0.006264,0.0062682,0.00689436,0.00687654,0.00681384,0.006958144,0.007468636,0.00746174,0.008604544,0.009082229,0.009139976,0.009187992,0.00947144,0.008844458,0.010696653,0.00905001,0.009211503,0.010405331,0.011515836,0.012443625,0.017357728,0.021967803,0.026166322,0.024433248,0.030576962,0.02989488,0.035863056,0.038650248,0.035665968,0.045167094,0.04796844,0.047498943,0.054748262,0.071806122,0.091140144,0.09877426,0.106784956,0.102802014
INTL.4419-1-ATA-QBTU.A,        Antarctica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000019998,0.000019838,0.000019768,0.000019708,0.00003904,0.000039024,0.000038864,0.000004758,4.7705E-06,0.000004755,0.000009319,0.000009232,0,0,0,0,0
INTL.4419-1-ATG-QBTU.A,        Antigua and Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9512E-06,0.000004858,0.000004758,5.7246E-06,0.000005706,4.99032E-05,0.00004616,5.65862E-05,0.00009104,0.000115765,0.000140368,0.000171249
INTL.4419-1-ARG-QBTU.A,        Argentina,0.206775359,0.203436764,0.218124529,0.232833817,0.265284576,0.27875692,0.281884184,0.298851006,0.211899097,0.191467603,0.268141664,0.259505579,0.279148885,0.330994787,0.373049219,0.357921766,0.319265185,0.375210966,0.355394927,0.301398319,0.367935526,0.462212489,0.433744736,0.432137272,0.400183971,0.425309627,0.48567773,0.4112586,0.421737005,0.475554887,0.48463862,0.479319389,0.463246725,0.486657403,0.500061029,0.480059351,0.503851028,0.514692221,0.515031111,0.515976815,0.446798437,0.450323603
INTL.4419-1-ARM-QBTU.A,        Armenia,--,--,--,--,--,--,--,--,--,--,--,--,0.031160446,0.043802941,0.035889364,0.0195928,0.04071154,0.030819838,0.032169334,0.036536488,0.034304848,0.033196589,0.041199143,0.04120475,0.045665273,0.046917644,0.046331502,0.045684968,0.04411912,0.04639953,0.051566047,0.051605197,0.046819248,0.045980655,0.04536061,0.050525628,0.047246935,0.049007438,0.043337275,0.045262562,0.04674026,0.041807898
INTL.4419-1-ABW-QBTU.A,        Aruba,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002928,0.001035112,0.001102766,0.001294176,0.001459773,0.00151209,0.001630825,0.001380295,0.001324019,0.001335666,0.00130647,0.001287104,0.001287104
INTL.4419-1-AUS-QBTU.A,        Australia,0.137267075,0.149843793,0.145948359,0.130563946,0.129195,0.145516263,0.154308312,0.144438597,0.14567164,0.157637952,0.153491912,0.171494788,0.164173045,0.176943676,0.174123764,0.169828328,0.1713855,0.181107129,0.170310294,0.181010426,0.177721822,0.186004333,0.180184176,0.187403625,0.18549632,0.200000248,0.215494295,0.209967435,0.198232738,0.187818255,0.219845233,0.272277054,0.266034769,0.337836588,0.355808043,0.321310703,0.363992193,0.381061895,0.396371066,0.483889582,0.562944894,0.628734882
INTL.4419-1-AUT-QBTU.A,        Austria,0.299267987,0.316966398,0.317780833,0.316694628,0.3042738,0.32563299,0.32821332,0.273571683,0.373171304,0.372328512,0.336598318,0.337782012,0.370822752,0.38906166,0.377524336,0.39809476,0.36896222,0.38411093,0.395184735,0.430586182,0.440857274,0.435303519,0.425257084,0.357421276,0.398396381,0.406426156,0.412052897,0.439213334,0.452760154,0.476773876,0.440581157,0.399420173,0.484707499,0.47753144,0.476530099,0.446893048,0.47428113,0.472148241,0.456079143,0.503072321,0.491420018,0.457379451
INTL.4419-1-AZE-QBTU.A,        Azerbaijan,--,--,--,--,--,--,--,--,--,--,--,--,0.01789166,0.024494184,0.018682276,0.01588048,0.01574782,0.017311035,0.019690407,0.015246966,0.015495319,0.013308904,0.020346,0.0247455,0.027313632,0.029787021,0.024728067,0.02312856,0.02177734,0.02232112,0.033297228,0.025737684,0.017157348,0.01536101,0.01394166,0.016895347,0.020051904,0.018039054,0.018517536,0.016869187,0.012378703,0.014188573
INTL.4419-1-BHR-QBTU.A,        Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6128E-06,7.6328E-06,7.84575E-05,7.68818E-05,0.000076164,7.60073E-05,0.000075108,0.00008905,0.00008773,0.000107031
INTL.4419-1-BGD-QBTU.A,        Bangladesh,0.006492502,0.00546692,0.006920551,0.006964252,0.00936468,0.007720333,0.0047007,0.005334528,0.006896432,0.009503552,0.00910175,0.00866188,0.008149496,0.006206018,0.008655124,0.006228448,0.00756888,0.00727186,0.008729142,0.008437473,0.009563438,0.010167672,0.010752861,0.01131975,0.012199488,0.012848715,0.013737815,0.007531608,0.009469694,0.00457744,0.00814227,0.0094991,0.00863262,0.010241825,0.007482002,0.007473838,0.01144768,0.011921622,0.012382715,0.009853383,0.011204595,0.01197146
INTL.4419-1-BRB-QBTU.A,        Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000019512,0.000029148,0.000028548,0.000038164,0.0000951,0.000130466,0.000212336,0.000294816,0.000300432,0.00039182,0.000579018,0.000706402
INTL.4419-1-BLR-QBTU.A,        Belarus,--,--,--,--,--,--,--,--,--,--,--,--,0.000175814,0.000195871,0.000196004,0.00020624,0.00016544,0.000214473,0.000285516,0.000194294,0.000275427,0.00030999,0.000284844,0.0002835,0.000340544,0.000659934,0.000644735,0.000681996,0.001033165,0.001924255,0.002666515,0.002407391,0.002741204,0.003427365,0.00335754,0.00335132,0.004303712,0.00759175,0.007494999,0.009517966,0.015268081,0.071575474
INTL.4419-1-BEL-QBTU.A,        Belgium,0.129565222,0.133805659,0.159937719,0.244219026,0.281318312,0.345336836,0.395393388,0.422422976,0.43388531,0.415377024,0.431530694,0.43323169,0.440804431,0.424857369,0.413055133,0.421087495,0.439651238,0.478699319,0.468369884,0.498023544,0.492126634,0.477170279,0.486964287,0.485856541,0.489457483,0.497034033,0.496805109,0.519475593,0.503448769,0.545989866,0.569024046,0.5890621,0.528303851,0.560835952,0.483215695,0.41890767,0.588415272,0.591801415,0.465422264,0.629038475,0.552326144,0.695321419
INTL.4419-1-BLZ-QBTU.A,        Belize,0.00041552,0.00041812,0.00041816,0.000420801,0.0004176,0.00041788,0.00041784,0.00041676,0.00041296,0.00041728,0.00041608,0.00041744,0.00041368,0.00041236,0.00041264,0.00082496,0.001034,0.001103004,0.001072724,0.001178035,0.00112415,0.001101229,0.001072672,0.000783209,0.000815453,0.000827667,0.001943459,0.00193334,0.002164421,0.001983232,0.003335576,0.003293743,0.002873937,0.00320589,0.003362936,0.003332717,0.003477011,0.003580485,0.003510366,0.004167718,0.00210552,0.00210552
INTL.4419-1-BEN-QBTU.A,        Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000017578,1.73621E-05,1.73349E-05,1.73842E-05,0.000020402,0.000020666,0.000020346,0.00002025,0.000010016,0.000009999,0.000009919,0.000009884,0.000009854,0.00000976,0.000009756,0.000009716,0.000009516,0.000019082,0.00001902,0.000055914,0.00009232,0.000055278,4.64304E-05,7.17743E-05,6.19374E-05,7.07104E-05
INTL.4419-1-BMU-QBTU.A,        Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4419-1-BTN-QBTU.A,        Bhutan,6.2328E-05,7.3171E-05,8.3632E-05,8.41601E-05,0.00008352,0.000083576,0.0031338,0.012169392,0.015785396,0.015950528,0.016029482,0.016248852,0.016588568,0.016535636,0.017103928,0.01768508,0.01914968,0.01858766,0.018181251,0.018222732,0.018280192,0.019849693,0.022156794,0.02533275,0.023327264,0.02619738,0.044377606,0.064186696,0.067903914,0.06761728,0.07077978,0.0677691,0.06418542,0.071853271,0.0679965,0.072054508,0.07274816,0.070488663,0.06272656,0.079708655,0.078527123,0.078965773
